Resteurant_Name,Overall_Rating,Review_Title,Review_Date,Verified,Review_Text
U Fukiera,5,"""Christmas booth""",08.12.23,True,"""I recommend it, we were at the market square for the opening of the ice rink. Beautiful Christmas booth, friendly service. Delicious mulled wine and very good food. Prices are high, but worth it :-)"""
U Fukiera,5,"""I highly recommend!""",09.12.23,True,"""Excellent dishes on the menu and service that takes care of its guests, and the chef knows how to cook in Polish. Dumplings 10/10, I haven't eaten better ones in a long time..."""
U Fukiera,5,"""I highly recommend this place""",18.12.23,True,"""I recommend it to anyone visiting Warsaw. The food was amazing, kudos to the kitchen. The staff knows their place, the menu and they really feel the atmosphere of a good feast :) To put it mildly, you won't eat better nearby."""
U Fukiera,5,"""Fish and borscht""",19.12.23,True,"""One of the tastiest places we visited in the capital. Great appetizers, and the cod loin ordered for the main course was probably the most delicious fish we have ever eaten in a restaurant - melting in your mouth with delicious additions. We also drank delicious borscht.Keep it up! We will definitely come back."""
U Fukiera,5,"""Everything very tasty""",27.12.23,True,"""I give it 5 stars because the food and atmosphere are fantastic and the restaurant deserves it. The dumplings are the best of the best, I also ordered borscht and I am full of admiration that every dish at your place is so delicious. I highly recommend this place, I will be happy to come back here."""
U Fukiera,1,"""Spokojeniej""",28.12.23,True,"""Local attracts tourists. Distracted, superficial and hasty service. Acceptable prices but not excellent dishes."""
U Fukiera,2,"""Stomach pain after lunch. Although I came out hungry""",03.01.24,True,"""She came out hungry. Then he was sick and lived. The food quality is bad. Very salty ""Shuba"". I ate 1/3. The waiter didn't ask why. The menu on the street contains only dishes. There are others on the menu. The zhur was terrible. My stomach hurt after it. Stairs to the toilet - you can break your legs.We went to another restaurant to have a normal lunch."""
U Fukiera,5,"""I highly recommend it""",09.01.24,True,"""I definitely recommend it, because it is a real Polish restaurant, everything as it should be. Simple, using the highest quality ingredients and perfect execution. Characteristic decor, friendly service. I will come back again!!"""
U Fukiera,5,"""Excelent service and delicious food""",14.01.24,True,"""This restaurant is a great place to spend wonderful evening with your partner, family or friends. Food was delicious and service was outstanding. Mr Andrzej did an excelent job making sure we enjoyed every minute of our evening. We strongly recomend ""tatar"" and selection of dumplings."""
U Fukiera,5,"""Cozy and delicious """,16.01.24,True,"""U Fukiera was warm and charming with friendly service and delicious food. The restaurant was still ornately dressed in its wintry Christmas decorations making the ambiance cozy and inviting. Perfect considering the 0 degree snowy chilliness outside.We started with mulled wine and ordered the dumplings which were delicious. the lamb shoulder was incredibly tender and perfect. I ordered the Zurek, a very rich traditional soup which I also enjoyed. There were other Americans there so I think this place gets tagged as “touristy” as a result. But this is the oldest restaurant in town and people come to visit it for good reason so don’t let that deter you!"""
U Fukiera,5,"""Kind regards""",20.01.24,True,"""The best Polish cuisine in the old town, I also tried other places in the area, but Fukier won with taste, atmosphere and portion size. Additionally, they offer delicatessen and delicious Kashubian herring, which is the icing on the cake. Delicious, I always come back satisfied."""
U Fukiera,5,"""I highly recommend.""",22.01.24,True,"""Yesterday afternoon, dumplings were served on the table and it was a very good choice, efficient presentation of the dishes, our taste buds have been happy since yesterday, wonderful place, TOP food, delicious cheesecake for dessert."""
U Fukiera,5,"""I highly recommend it??""",22.01.24,True,"""The dishes were unique, new, finally something different from everywhere else. Additionally, nice service, competent and unobtrusive ??A very nice and satisfying evening :)We will definitely come back with pleasure :)"""
U Fukiera,5,"""At Fukier's""",23.01.24,True,"""Good morning! I've been here a few times and it's always super tasty! ?? The food is delicious, the atmosphere and the service also does its job, which makes for a simply great restaurant ??"""
U Fukiera,5,"""Best regards""",26.01.24,True,"""The food is very tasty, especially the tenderloin tartare and lamb cutlets, which are simply amazing, just enjoy. I consider this place worth recommending and trying. One of the best restaurants on the map of Warsaw's Old Town, and greetings to Mrs. Justyna."""
U Fukiera,5,"""Nice Polish restaurant""",30.01.24,True,"""Highly recommended, from the moment you entered the place was nice staff who liked their job, the waiter knew exactly what he was talking about. The decor has an interesting, original, old-Polish atmosphere.Needless to say, the restaurant is top-class. The food is delicious, dumplings in many versions, including meat ones, stole my heart.After dinner, there was room for an equally good and elegantly served dessert. I liked it, I recommend Fukier"""
U Fukiera,5,"""with the WOW effect""",02.02.24,True,"""I am impressed by the tasty food and, above all, the service. Despite the heavy traffic, the entire crew was smiling and in control of the situation. When it comes to food, I recommend dumplings!!"""
U Fukiera,5,"""I recommend""",06.02.24,True,"""Everything rated 6+, we were served by a young but professional waiter, he advised us on the dishes, they were extremely delicious, served nicely and relatively quickly, we felt important and taken care of, the restaurant is worth recommending.We will be happy to come back here!!!"""
U Fukiera,5,"""Restaurant""",07.02.24,True,"""Non-obvious and inviting items on the menu, everything ordered was very nicely presented and delicious. You could easily eat a delicious dinner in a pleasant atmosphere."""
U Fukiera,5,"""I recommend????""",07.02.24,True,"""I love this place for its atmosphere, great food and nice memories. I have been a regular customer of this place for years.I have had the opportunity to visit the restaurant many times over the years, I order Christmas catering, I shop at the delicatessen and sometimes I manage to visit the Christmas stand. I have never been disappointed, I always admire the level of food and service. I recommend it because everyone who likes real Polish cuisine will find something tasty here."""
U Fukiera,5,"""Great - congratulations ????""",07.02.24,True,"""We had the opportunity to eat dinner and the next day we went back for dinner and dessert without hesitation... the experience was as good as the previous day.We highly recommend it to connoisseurs of Polish cuisine, the dumplings are large portions and delicious, the golden chef is worth appreciating??"""
U Fukiera,5,"""top, I recommend""",08.02.24,True,"""We ate tasty dumplings there, lots of good quality ingredients, delicious, well-baked cake for dessert, I can eat a lot, but even I was surprised by the portion. We were served by friendly, discreet and non-obtrusive staff. It is worth visiting Fukier, or in other words, I heartily recommend it."""
U Fukiera,5,"""High end restaurant for Polish well prepared and beautifully presented dishes.""",11.02.24,True,"""High end restaurant for Polish well prepared and beautifully presented dishes.Recommend this cozy restaurant for couples, groups or solo travellers. Kind service and food was delicious. I only had pierogis (around 60 PLN for 5 decent size pierogis)  and the Bartszcz soup (around 40 PLN)."""
U Fukiera,5,"""Atmospheric place with delicious food""",12.02.24,True,"""I very rarely write reviews, but I want to recommend this restaurant!I had a good day in the life of the restaurant, everything worked, food, service, atmosphere, my foreign guests were very satisfied.The restaurant gives you a feeling of ""at home"" from the first meal ????It's worth visiting for the food and atmosphere."""
U Fukiera,5,"""I recommend""",19.02.24,True,"""I always order dumplings, I've never been disappointed and I will continue to order them because I love them and I've eaten a million of them, so I know what I'm talking about :) I see extreme opinions here, some people love this place, some don't recommend it. I belong to the first group."""
U Fukiera,5,"""At Fukier's""",20.02.24,True,"""The restaurant is located in a good location, in the heart of Warsaw's Old Town. On the plus side: the food was delicious, fresh, prepared from high-quality ingredients, it felt Polish.Recommended to anyone who wants to have a more festive dinner."""
U Fukiera,5,"""The place does not disappoint and we will definitely come back! ??""",21.02.24,True,"""The place is very nice, cozy and modern.The service was very nice and friendly. You will definitely feel welcome in this place and eat delicious food ??"""
U Fukiera,5,"""Lovely place""",26.02.24,True,"""If someone would like to experience a truly Polish atmosphere and taste truly Polish dishes, I am happy to recommend a restaurant ""with soul"", which is undoubtedly the ""U Fukiera"" restaurant on the Old Town Square in Warsaw. Great location in a historic place. There are many good restaurants in the capital, but the atmosphere of the ""U Fukiera"" restaurant is unique. My husband and I had the pleasure of having dinner there with our friends. Everything was great, from the smiling, professional staff through the charming decor to the delicious dishes. The tiny and intricately decorated sandwiches with various flavors served at the beginning spoiled our eyes and then, of course, our palates. The sandwich with delicious lard also surprised with its taste. I chose the main course ""Duck very Polish with Antonówka"" - delicious, crispy skin and very tender meat, as well as delicious side dishes. The charming interior is complemented by live flowers, especially in the window overlooking the market square. The interior of the toilet is also surprising - it is not boring, there is something to catch your eye. Overall, we liked it very much - it was tasty and nice.Iwona"""
U Fukiera,5,"""A great place with excellent cuisine!""",28.02.24,True,"""Beautiful interior, excellent service, nice atmosphere. All dishes of the highest quality, beautifully presented. Helpful and polite waiters."""
U Fukiera,5,"""Polish cuisine""",29.02.24,True,"""A feast of feasts ?? Delicious food, fantastic service and atmosphere, and connoisseurs of Polish taste will certainly appreciate the dishes served here. A must-see on the culinary map of Warsaw."""
U Fukiera,5,"""Delicious dinners""",05.03.24,True,"""The food is delicious and, above all, incredibly authentic. The service was helpful and very nice. Delicious tartare and incredibly original presentation, goose breast and tea. It was our first visit, but definitely not the last. I would highly recommend!"""
U Fukiera,5,"""I absolutely recommend it and will come back""",07.03.24,True,"""A good place for dinner when you are in the old town, the beautiful smell suggests that you can eat something delicious here. And it is true :) The dumplings served are delicious, I will gladly come back to eat them again. I can also praise the service,In general, everything was fine, so I recommend it."""
U Fukiera,5,"""Best ¯urek.""",27.03.24,True,"""Great ambience, nice staff and the best ¯urek (traditional Polish soup) that I have ever had. It was sour, had a bit of crunch and everything that a perfect ¯urek should have.I recommend going there for business and pleasure. Best, AMC"""
U Fukiera,5,"""I recommend!!""",04.04.24,True,"""We came across this restaurant by accident while visiting Warsaw. Very nice decor, delicious food and very nice service. We ordered fish and dumplings and I can confidently recommend these items!"""
U Fukiera,5,"""I recommend""",10.04.24,True,"""3 days spent in the capital, 3 delicious dinners in this restaurant. The service is very nice and helpful, and the atmosphere here is amazing and very Polish. Worth a visit."""
U Fukiera,5,"""A wonderful experience""",14.04.24,True,"""A wonderful experience and an explosion of flavors. The dumpling dough melted in your mouth and the duck filling was a total hit. For the second course, veal cutlets and lamb shoulder... served richly and accompanied by carefully selected side dishes. And the dessert is absolute poetry... I found the best combination of sweets in ""nothing soup"", and the meringue ordered by my friend is pure madness and a total work of art. We would like to thank Mr. Piotr without whom this afternoon would definitely not have been so fantastic. His knowledge of the place and high personal culture, as well as the time he devoted to us, as well as showing us around the entire restaurant, made us feel special. We absolutely didn't want to leave the place: the smell of freshly cut flowers and rich decor, as well as the wonderful atmosphere. Great experience. Mr. Piotr, thank you very much and best regards. We will definitely come back soon for more heavenly flavors."""
U Fukiera,5,"""Restaurant""",17.04.24,True,"""First of all, a beautiful tenement house and interior. Secondly, delicious food. The dishes are definitely worth the price, and the service is brilliant. A great restaurant for a special occasion."""
U Fukiera,5,"""Very worth visiting""",19.04.24,True,"""There is no other option than to give 5 stars. The food was not good but delicious. Everything was delicious, served quickly despite the crowd. The portions are sufficient :) I especially recommend the dumplings ??????."""
U Fukiera,1,"""English language lessons for staff members""",26.04.24,True,"""Maybe staff could get some additional lessons of English language? We ordered different meals and different arrived..."""
U Fukiera,5,"""Always a guarantee""",03.05.24,True,"""Tell me what you want, but for me it is still one of the best restaurants in Warsaw, if not the best ever. Whether you eat inside or outside in the square, the service is always impeccable! The dishes are plentiful, well prepared and beautiful to look at. How many flowers accompany the dishes and are also edible!. Certainly more expensive than others, but class is not water! Always a pleasure to return."""
U Fukiera,1,"""A dark restaurant, the food is not tasty, really disappointing, very very expensive, for example, for normal water, not""",03.05.24,True,"""A dark restaurant, the food is not tasty, really disappointing, very very expensive, for example, for normal water, not even cold, they charge here 23 zlotys, the duck is very salty, a pitcher of lemonade, 66 zlotys, and more, they charge for service, which is not usually customary, we were disappointed, not recommended"""
U Fukiera,3,"""Not so good lunch ??""",09.07.24,True,"""We visited this restaurant many times over the years but unfortunately recently it doesn’t perform as well as beforeVery nice friendly staff Good wine listVery clean etc butSome food is below this restaurant standard Flaki po warszawski / super butRuskie pierogi - completely horror!Filling watery , tasteless ??- go to U Wieniawy and learn how to do it Pierogi with meat - too salty , cheff please anybody can add salt !"""
U Fukiera,5,"""Unforgettable experience""",10.07.24,True,"""Exceptional experience with U Fukiera. Food was super delicious. We have enjoyed our experience tremendously.  The flowers in the food was so spectacular and unique. Our waiter Valentine was amazingly professional, pleasant, helpful and knowledgeable about all plates in the menu. Special thanks goes to him."""
U Fukiera,5,"""So nice sitting!??""",26.07.24,True,"""We had a go-through top culinary evening on the old marketplace in Warsaw. The piroges fried in Butter Cross with duck meat filling were served with tasty baked apple eighths, half the duck from the cane was tender and not dry, the desert was charlotka with vanilke ice cream, also made great! The waiter was very friendly and dedicated, the only thing that wasn't top was the bottle of pinotage, but that didn't affect the Rating! Always come back in summer as the location is super nice and pleasant!"""
U Fukiera,3,"""Like this.""",27.07.24,True,"""Discreet, affordable price to be from Michelin 2019, loses 4 stars just to give you paper bag service with paper towels a shame"""
U Fukiera,5,"""Very nice!""",25.08.24,True,"""We enjoyed an excellent meal, luxurious and perfectly served by Paulina. We were very pleasantly surprised to find a good Polish caviar, served with refinement and the duck was very well cooked, tasty and well grilled, the sides light and quite adequate. A rich wine list allowed us to choose a good quality Amarone. The vodka that accompanied the caviar was among the best, ""Chopin"". The delicate dessert was offered free of charge.Thank you and congratulations to this friendly friendly restaurant."""
U Fukiera,5,"""Magnificent""",06.09.24,True,"""Great restaurant in the tourist center of Warsaw. Very good service and very prepared dishes. It's expensive compared to restaurants in the area, but it's not the same anywhere near"""
U Fukiera,3,"""Improveable""",24.09.24,True,"""Excellent location, good ayencion, regular food, we order tartare(well) pierogi(improvable) and half duck(very dry)."""
U Fukiera,5,"""Very good restaurant""",15.11.24,True,"""First the decor very cozy, very welcome, and really refined cuisine.I recommend mulled wine and really delicious pirojskis"""
U Fukiera,1,"""Bad""",29.11.24,True,"""Bad service, time-consuming, waitress something rude. Expensive food, not worth the price. Few options/varieties of local dishes. Do not recommend!"""
U Fukiera,5,"""Excellent starters (especially herring tartare)).Second very copious dishes""",07.12.24,True,"""It is ideal for a family meal or couple.Very welcoming.The service is very friendly and efficient.The place is very central and is not touristic."""
U Fukiera,5,"""Authentic Polish cuisine at its best""",08.12.24,True,"""The restaurant is very cosy and welcoming. The food was superb. I've had most likely the best duck I've ever tried, so soft and tender, exceptionally well-cooked. The dessert ""Zupa nic i ju¿"" was a perfect, not overly sweet, mixture of ice cream, custard and fruit (big plus for adding red currants). Our waitress Paulina was an absolute star, attentive, well-informed and effortlessly pleasant. This is the service you'd wish you had in any restaurant you're visiting. The place is not ""a budget option"", but you pay for quality. Highly recommended!"""
U Fukiera,3,"""Nice Restaurant But There are other Restaurants as Good and not  as Expensive""",05.02.25,True,"""We were recommended this restaurant so made a booking for a Saturday evening in January on our weekend trip to Warsaw.We both shared the dumplings and then had the duck recommendation by our waiter.The food was nice and the surroundings very pleasant. However, I am only going to give 3 stars as the food was good, but no better than we had in other Warsaw restaurants, but the food and wine are much more expensive here than other restaurants."""
U Fukiera,5,"""Very pleasant restaurant experience on the square in the old town!""",09.02.25,True,"""Very nice and welcoming local. Competent and friendly staff who provided for a memorable evening!Very good food"""
U Fukiera,5,"""Went with a girl.""",20.02.25,True,"""Very good food, I advise you all, very good interior, this is the best restaurant I've ever been to, the kitchen is very good, good service, views of the old town"""
U Fukiera,4,"""Tasty Traditional Polish Food in Heart of Old Town""",29.04.25,True,"""Located in the Old Town, this restaurant is located in a 500 year old building.  We ordered the six course tasting menu.  Not every course was great, but two were outstanding.  Traditional Polish food.  If you order the tasting menu be prepared to have a long dinner as there is a break between each course.  Service charge is included.  Servers not fluent in English, but you get by.  Fil up quickly so you need a reservation.  Overall I rate this restaurant very good."""
U Fukiera,2,"""Touristy trap""",22.05.25,True,"""A centrally located restaurant in the Old Town. By far the most expensive in the area, which unfortunately does not translate into quality.The restaurant occupies the premises of a former wine warehouse, meaning the dining experience takes place in basement rooms that are hard to access, have terrible acoustics, and are stuffy and noisy.Not only are the prices high, but the business also has ways of extracting additional money. For example, before serving steak tartare—which normally comes with bread and butter—they offer bread and butter for an extra charge, and eagerly add it to the bill. They also include a service charge on the bill that cannot be opted out of, even when the service is far from ideal. And it is far from ideal, because the business knows it can't count on customers returning once they've been lured into the restaurant.All in all, it's a typical tourist trap—expensive, uncomfortable, and above all, with unfriendly service."""
